Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
490098,COMMUNITY MEMORIAL HOSPITAL,1755 NORTH MECKLENBURG AVENUE,SOUTH HILL,VA,"AAA23970",MECKLENBURG,(434) 447-3151,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,-1,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-78.104106 36.747656)
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1101 KALISTE SALOOM RD,LAFAYETTE,LA,"AAA70508",LAFAYETTE,(337) 769-4100,Acute Care Hospitals,Proprietary,false,true,NULL,16,NULL,16,NULL,5,NULL,5,1,NULL,NULL,5,NULL,16,NULL,5,POINT (-92.02802 30.175866)
520075,ST VINCENT HOSPITAL,835 S VAN BUREN ST,GREEN BAY,WI,"AAA54301",BROWN,(920) 433-0111,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,NULL,0,NULL,-1,NULL,1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-88.013175 44.501039)
160122,FORT MADISON COMMUNITY HOSPITAL,5445 AVE O,FORT MADISON,IA,"AAA52627",LEE,(319) 372-6530,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,0,NULL,1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-91.382067 40.624167)
263303,RANKEN JORDAN PEDIATRIC BRIDGE HOSPITAL,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,"AAA63043",ST. LOUIS,(314) 872-6400,Childrens,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-90.415893 38.7095)
191324,OCHSNER ST ANNE GENERAL HOSPITAL,4608 HIGHWAY 1,RACELAND,LA,"AAA70394",LAFOURCHE,(985) 537-8377,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,5,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-90.564133 29.703447)
531307,COMMUNITY HOSPITAL,2000 CAMPBELL DRIVE,TORRINGTON,WY,"AAA82240",GOSHEN,(307) 532-4181,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-104.191509 42.081765)
431328,PIONEER MEMORIAL HOSPITAL - CAH,315 N WASHINGTON AVE  POST OFFICE BOX 368,VIBORG,SD,"AAA57070",TURNER,(605) 326-5161,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16
670117,TEXAS GENERAL HOSPITAL- VZRMC LP,707 N WALDRIP ST,GRAND SALINE,TX,"AAA75140",VAN ZANDT,(903) 962-5200,Acute Care Hospitals,Proprietary,true,NULL,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,NULL,5,0,NULL,NULL,16,POINT (-95.721737 32.679193)
361332,HIGHLAND DISTRICT HOSPITAL,1275 NORTH HIGH STREET,HILLSBORO,OH,"AAA45133",HIGHLAND,(937) 393-6100,Critical Access Hospitals,Government - Hospital District or Authority,true,NULL,3,NULL,0,NULL,NULL,16,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-83.608771 39.221576)
394012,CLARKS SUMMIT STATE HOSPITAL,1451 HILLSIDE DRIVE,CLARKS SUMMIT,PA,"AAA18411",LACKAWANNA,(570) 586-2011,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-75.73559 41.484494)
170197,KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,ANDOVER,KS,"AAA67002",BUTLER,(316) 300-4000,Acute Care Hospitals,Proprietary,true,NULL,3,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,-1,NULL,POINT (-97.14648 37.72324)
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,"AAA28117",IREDELL,(704) 660-4000,Acute Care Hospitals,Proprietary,true,true,2,NULL,0,NULL,0,NULL,-1,NULL,-1,NULL,0,NULL,1,NULL,0,NULL,POINT (-80.852939 35.547748)
190086,NORTHERN LOUISIANA MEDICAL CENTER,401 EAST VAUGHN AVENUE,RUSTON,LA,"AAA71270",LINCOLN,(318) 254-2100,Acute Care Hospitals,Proprietary,true,true,3,NULL,0,NULL,-1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,NULL,5,POINT (-92.633902 32.515281)
221302,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,"AAA01230",BERKSHIRE,(413) 528-0790,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,5,NULL,0,NULL,NULL,5,1,NULL,1,NULL,NULL,5,1,NULL,0,NULL,POINT (-73.372523 42.191982)
390068,UPMC LITITZ,1500 HIGHLANDS DRIVE,LITITZ,PA,"AAA17543",LANCASTER,(717) 625-5670,Acute Care Hospitals,Proprietary,true,true,3,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,NULL,5,POINT (-76.309414 40.134257)
420038,PRISMA HEALTH LAURENS COUNTY HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,SC,"AAA29325",LAURENS,(864) 833-9100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-81.941152 34.479718)
050423,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,CA,"AAA92225",RIVERSIDE,(760) 922-4115,Acute Care Hospitals,Government - Hospital District or Authority,true,NULL,3,NULL,NULL,5,NULL,5,0,NULL,NULL,16,-1,NULL,-1,NULL,NULL,5,POINT (-114.595479 33.61245)
490077,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,VA,"AAA22911",ALBEMARLE,(434) 654-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-78.444855 38.025106)
371322,BEAVER COUNTY MEMORIAL HOSPITAL,212 EAST 8TH STREET,BEAVER,OK,"AAA73932",BEAVER,(580) 625-4551,Critical Access Hospitals,Government - Hospital District or Authority,true,true,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,16,0,NULL,NULL,16,POINT (-100.516424 36.810195)
151319,GIBSON GENERAL HOSPITAL,1808 SHERMAN DR,PRINCETON,IN,"AAA47670",GIBSON,(812) 385-3401,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,NULL,5,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,0,NULL,POINT (-87.589559 38.360231)
110111,UNIVERSITY HOSPITAL MCDUFFIE,2460 WASHINGTON ROAD,THOMSON,GA,"AAA30824",MC DUFFIE,(706) 595-1411,Acute Care Hospitals,Government - Hospital District or Authority,true,true,3,NULL,NULL,5,0,NULL,0,NULL,NULL,16,-1,NULL,0,NULL,NULL,5,POINT (-82.504478 33.523226)
050093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,"AAA93710",FRESNO,(559) 450-3000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,2,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-119.765878 36.837102)
453314,TEXAS SCOTTISH RITE HOSPITAL FOR CHILDREN,2222 WELBORN STREET,DALLAS,TX,"AAA75219",DALLAS,(214) 559-5000,Childrens,Voluntary non-profit - Private,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-96.813357 32.803251)
390302,BARIX CLINICS OF PENNSYLVANIA,280 MIDDLETOWN ROAD,LANGHORNE,PA,"AAA19047",BUCKS,(267) 572-3100,Acute Care Hospitals,Proprietary,false,NULL,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,NULL,5,NULL,16,NULL,16,POINT (-74.884542 40.181801)
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE,HUTCHINSON,KS,"AAA67502",RENO,(620) 665-2001,Acute Care Hospitals,Proprietary,true,true,2,NULL,-1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,1,NULL,0,NULL,POINT (-97.892275 38.079485)
341315,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,501 SOUTH POPLAR STREET,ELIZABETHTOWN,NC,"AAA28337",BLADEN,(910) 862-5100,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,0,NULL,NULL,16,0,NULL,NULL,16,NULL,5,-1,NULL,0,NULL,POINT (-78.608298 34.623474)
330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,"AAA12572",DUTCHESS,(845) 871-3391,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,1,NULL,0,NULL
231337,ST FRANCIS HOSPITAL,3401 LUDINGTON ST,ESCANABA,MI,"AAA49829",DELTA,(906) 786-3311,Critical Access Hospitals,Voluntary non-profit - Church,true,true,4,NULL,0,NULL,NULL,5,1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,POINT (-87.094853 45.74576)
280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,"AAA68123",SARPY,(402) 763-3600,Acute Care Hospitals,Proprietary,true,NULL,4,NULL,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-95.94586 41.13639)
131305,STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,SALMON,ID,"AAA83467",LEMHI,(208) 756-5600,Critical Access Hospitals,Government - Local,true,NULL,NULL,16,NULL,5,NULL,5,0,NULL,1,NULL,NULL,5,NULL,5,NULL,5,POINT (-113.890918 45.173311)
100023,CITRUS MEMORIAL HOSPITAL,502 W HIGHLAND BLVD,INVERNESS,FL,"AAA34452",CITRUS,(352) 726-1551,Acute Care Hospitals,Government - Hospital District or Authority,true,true,2,NULL,-1,NULL,1,NULL,-1,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,POINT (-82.335335 28.832242)
670106,HCA HOUSTON HEALTHCARE PEARLAND,11100 SHADOW CREEK PARKWAY,PEARLAND,TX,"AAA77584",BRAZORIA,(713) 770-7000,Acute Care Hospitals,Proprietary,true,true,3,NULL,0,NULL,NULL,5,0,NULL,0,NULL,0,NULL,1,NULL,NULL,5,POINT (-95.391911 29.57NULL94)
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,SC,2NULL44,HAMPTON,(803) 943-2771,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,NULL,5,NULL,5,0,NULL,0,NULL,0,NULL,0,NULL,NULL,5,POINT (-81.087692 32.855258)
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,FL,"AAA33430",PALM BEACH,(561) NULL6-6571,Acute Care Hospitals,Government - Hospital District or Authority,true,true,3,NULL,0,NULL,NULL,5,0,NULL,0,NULL,0,NULL,0,NULL,NULL,5,POINT (-80.670079 26.725684)
281344,CHERRY COUNTY HOSPITAL,"P O BOX 410, 510 NORTH GREEN ST",VALENTINE,NE,"AAA69201",CHERRY,(402) 376-2525,Critical Access Hospitals,Government - Local,true,NULL,3,NULL,NULL,5,NULL,5,0,NULL,0,NULL,NULL,5,0,NULL,0,NULL
440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST,PULASKI,TN,"AAA38478",GILES,(931) 363-7531,Acute Care Hospitals,Proprietary,true,true,4,NULL,0,NULL,NULL,5,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-87.004322 35.19129)
351309,SANFORD MEDICAL CENTER MAYVILLE,42 6TH AVENUE SE,MAYVILLE,ND,"AAA58257",TRAILL,(701) 786-3800,Critical Access Hospitals,Voluntary non-profit - Private,true,NULL,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,0,NULL,0,NULL,POINT (-97.317368 47.500684)
364059,ASSURANCE HEALTH HUDSON LLC,6260 HUDSON CROSSING PKWY,HUDSON,OH,"AAA44236",SUMMIT,(330) 208-9317,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19
050069,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,"AAA92868",ORANGE,(714) 633-9111,Acute Care Hospitals,Voluntary non-profit - Church,true,true,3,NULL,0,NULL,-1,NULL,1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,POINT (-117.866093 33.7823NULL)
051327,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,CHESTER,CA,"AAA96020",PLUMAS,(530) 258-2121,Critical Access Hospitals,Voluntary non-profit - Other,true,NULL,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,NULL,5,NULL,5,POINT (-121.234018 40.305302)
390163,ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,PA,"AAA16201",ARMSTRONG,(724) 543-8500,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,1,NULL,0,NULL
104063,"WILLOUGH AT NAPLES, THE",9001 TAMIAMI TRAIL EAST,NAPLES,FL,"AAA34113",COLLIER,(941) 775-4500,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-81.736754 26.095035)
040084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,"AAA72015",SALINE,(501) 776-6000,Acute Care Hospitals,Proprietary,true,true,2,NULL,-1,NULL,1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,0,NULL,POINT (-92.584405 34.573552)
240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,1025 MARSH STREET,MANKATO,MN,"AAA56001",BLUE EARTH,(507) 385-2646,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-93.983738 44.165047)
340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,"AAA27893",WILSON,(252) 3NULL-8040,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,NULL,-1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-77.944047 35.720524)
180070,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD,KY,"AAA42754",GRAYSON,(270) 259-9400,Acute Care Hospitals,Voluntary non-profit - Other,true,NULL,4,NULL,0,NULL,1,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-86.287038 37.471947)
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,368 NE FRANKLIN ST,LAKE CITY,FL,"AAA32055",COLUMBIA,(386) 292-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,5,-1,NULL,-1,NULL,0,NULL,0,NULL,NULL,5,POINT (-82.632704 30.193486)
360144,SOUTH POINTE HOSPITAL,20000 HARVARD ROAD,WARRENSVILLE HEIGHTS,OH,"AAA44122",CUYAHOGA,(216) 491-6000,Acute Care Hospitals,Voluntary non-profit - Other,false,true,3,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,POINT (-81.537829 41.449865)
471306,SPRINGFIELD HOSPITAL,PO BOX 2003,SPRINGFIELD,VT,"AAA05156",WINDSOR,(802) 885-2151,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,17,0,NULL,NULL,5,1,NULL,-1,NULL,NULL,16,NULL,16,NULL,16
140119,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,"AAA60612",COOK,(312) 942-5000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,NULL,1,NULL,1,NULL,-1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-87.66851 41.875166)
380103,KAISER FOUNDATION HOSPITAL - WESTSIDE,2875 NW STUCKI AVE,HILLSBORO,OR,"AAA97124",WASHINGTON,(971) 310-1000,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,5,17,NULL,16,1,NULL,NULL,5,1,NULL,0,NULL,NULL,5,NULL,16,POINT (-122.875667 45.539713)
380001,MID-COLUMBIA MEDICAL CENTER,1700 E 19TH STREET,THE DALLES,OR,"AAA97058",WASCO,(541) 296-1111,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,NULL,0,NULL,1,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,POINT (-121.16547 45.587948)
264024,LAKELAND BEHAVIORAL HEALTH SYSTEM,440 S MARKET,SPRINGFIELD,MO,"AAA65806",GREENE,(417) 865-5581,Psychiatric,Proprietary,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-93.29556 37.205988)
250067,NORTH MISSISSIPPI MEDICAL CENTER-WEST POINT,150 MEDICAL CENTER DRIVE,WEST POINT,MS,"AAA39773",CLAY,(662) 495-2300,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,0,NULL,NULL,5,0,NULL,0,NULL,0,NULL,1,NULL,NULL,5,POINT (-88.661549 33.618616)
050557,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,"AAA95355",STANISLAUS,(209) 526-4500,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,-1,NULL,1,NULL,POINT (-120.975674 37.668701)
171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 SOUTH PLUMMER,CHANUTE,KS,"AAA66720",NEOSHO,(620) 431-4000,Critical Access Hospitals,Government - Local,true,true,3,NULL,0,NULL,NULL,5,-1,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-95.470896 37.67518)
241323,MADELIA COMMUNITY HOSPITAL,121 DREW AVENUE SOUTHEAST,MADELIA,MN,"AAA56062",WATONWAN,(507) 642-3255,Critical Access Hospitals,Voluntary non-profit - Other,true,NULL,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,5,0,NULL,NULL,16,POINT (-94.409365 44.049536)
234042,THE BEHAVIORAL CENTER OF MICHIGAN,4050 E 12 MILE ROAD,WARREN,MI,"AAA48092",MACOMB,(586) 261-2266,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-83.06626 42.505714)
241302,SANFORD WESTBROOK MEDICAL CENTER,920 BELL AVENUE PO BOX 188,WESTBROOK,MN,"AAA56183",COTTONWOOD,(507) 274-1119,Critical Access Hospitals,Voluntary non-profit - Private,true,true,NULL,16,NULL,16,NULL,16,NULL,5,NULL,16,NULL,5,1,NULL,NULL,16,POINT (-95.438891 44.045285)
390145,EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,"AAA15601",WESTMORELAND,(724) 832-4000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,NULL,0,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-79.555514 40.301317)
110069,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,"AAA31093",HOUSTON,(478) 922-4281,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-83.62941 32.618198)
100249,BAYFRONT HEALTH SEVEN RIVERS,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,"AAA34428",CITRUS,(352) 795-6560,Acute Care Hospitals,Proprietary,true,true,1,NULL,-1,NULL,-1,NULL,1,NULL,-1,NULL,0,NULL,-1,NULL,0,NULL,POINT (-82.625866 28.950896)
190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,"AAA70458",ST. TAMMANY,(985) 643-2200,Acute Care Hospitals,Government - Hospital District or Authority,true,true,3,NULL,0,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-89.770421 30.284651)
050390,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,"AAA92543",RIVERSIDE,(951) 652-2811,Acute Care Hospitals,Physician,true,true,1,NULL,-1,NULL,0,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,-1,NULL,POINT (-116.959859 33.75122)
244005,CHILD & ADOLESCENT BEHAVIORAL HEALTH SERVICES,1701 TECHNOLOGY DRIVE NE,WILLMAR,MN,"AAA56201",KANDIYOHI,(320) 231-5405,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-95.019258 45.142263)
521336,HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,HAYWARD,WI,"AAA54843",SAWYER,(715) 934-4321,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,NULL,0,NULL,NULL,5,0,NULL,1,NULL,0,NULL,1,NULL,0,NULL,POINT (-91.488465 46.0354)
344007,OLD VINEYARD YOUTH SERVICES,3637 OLD VINEYARD ROAD,WINSTON SALEM,NC,"AAA27104",FORSYTH,(336) 794-3550,Psychiatric,Proprietary,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-80.318902 36.077679)
390266,GROVE CITY MEDICAL CENTER,631 NORTH BROAD STREET EXT.,GROVE CITY,PA,"AAA16127",MERCER,(724) 450-7000,Acute Care Hospitals,Voluntary non-profit - Private,true,NULL,3,NULL,0,NULL,0,NULL,1,NULL,0,NULL,0,NULL,1,NULL,0,NULL,POINT (-80.083156 41.170709)
040036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,"AAA72117",PULASKI,(501) 202-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,NULL,-1,NULL,0,NULL,1,NULL,0,NULL,-1,NULL,0,NULL,0,NULL,POINT (-92.218633 34.784075)
241370,ST GABRIELS HOSPITAL,815 SOUTHEAST SECOND STREET,LITTLE FALLS,MN,"AAA56345",MORRISON,(320) 632-5441,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,NULL,NULL,5,NULL,5,-1,NULL,1,NULL,NULL,5,1,NULL,0,NULL,POINT (-94.362651 45.967711)
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,"AAA33175",MIAMI-DADE,(305) 223-3000,Acute Care Hospitals,Proprietary,true,true,2,NULL,1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,-1,NULL,NULL,5
010001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,"AAA36301",HOUSTON,(334) 793-8701,Acute Care Hospitals,Government - Hospital District or Authority,true,true,2,NULL,-1,NULL,0,NULL,-1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,POINT (-85.361725 31.214058)
390065,GETTYSBURG HOSPITAL,147 GETTYS STREET,GETTYSBURG,PA,"AAA17325",ADAMS,(717) 334-2121,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,NULL,0,NULL,1,NULL,-1,NULL,0,NULL,0,NULL,0,NULL,-1,NULL,POINT (-77.234044 39.823317)
113301,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY ROAD,ATLANTA,GA,"AAA30342",FULTON,(404) 785-5252,Childrens,Voluntary non-profit - Other,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-84.354426 33.9079)
230105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE,PETOSKEY,MI,"AAA49770",EMMET,(231) 487-4000,Acute Care Hospitals,Voluntary non-profit - Other,true,true,5,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,0,NULL,0,NULL,POINT (-84.969152 45.373477)
451355,COLLINGSWORTH GENERAL HOSPITAL,1013 15TH ST,WELLINGTON,TX,"AAA79095",COLLINGSWORTH,(806) 447-2521,Critical Access Hospitals,Proprietary,true,NULL,NULL,16,NULL,5,NULL,16,NULL,5,NULL,16,NULL,5,1,NULL,NULL,5,POINT (-100.212015 34.84911)
070002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,"AAA06105",HARTFORD,(860) 714-4000,Acute Care Hospitals,Voluntary non-profit - Church,true,true,4,NULL,0,NULL,1,NULL,1,NULL,1,NULL,0,NULL,-1,NULL,1,NULL,POINT (-72.6NULL468 41.77508)
360096,EAST LIVERPOOL CITY HOSPITAL,425 WEST 5TH STREET,EAST LIVERPOOL,OH,"AAA43920",COLUMBIANA,(330) 385-7200,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,NULL,1,NULL,1,NULL,-1,NULL,-1,NULL,0,NULL,1,NULL,0,NULL,POINT (-80.586218 40.621409)
050704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,"AAA91402",LOS ANGELES,(818) 904-3100,Acute Care Hospitals,Voluntary non-profit - Private,false,true,4,NULL,1,NULL,1,NULL,1,NULL,-1,NULL,0,NULL,-1,NULL,NULL,5,POINT (-118.456802 34.221494)
501325,FORKS COMMUNITY HOSPITAL,530 BOGACHIEL WAY,FORKS,WA,"AAA98331",CLALLAM,(360) 374-6271,Critical Access Hospitals,Government - Hospital District or Authority,true,NULL,3,NULL,NULL,5,NULL,16,0,NULL,NULL,16,NULL,5,1,NULL,0,NULL,POINT (-124.393471 47.946356)
453313,EL PASO CHILDREN'S HOSPITAL,4845 ALAMEDA AVENUE,EL PASO,TX,7NULL05,EL PASO,(915) 521-7148,Childrens,Voluntary non-profit - Private,true,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-106.4342 31.770655)
054122,DEPT OF STATE HOSPITALS - NAPA,2100 NAPA-VALLEJO HIGHWAY,NAPA,CA,"AAA94558",NAPA,(707) 253-5000,Psychiatric,Government - State,false,NULL,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,NULL,19,POINT (-122.273698 38.278256)
